Ownership,Board,Year of Establishment,Co-Ed Status,Campus Size,Campus Type,ac_classes,smart_classes,wifi,boys_hostel,girls_hostel,auditorium/media_room,cafeteria/canteen,library/reading_room,playground,cctv,gps_bus_tracking_app,student_tracking_app,alumni_association,day_care,meals,medical_room,transportation,art_and_craft,dance,debate,drama,gardening,music,picnics_and_excursion,skating,horse_riding,gym,indoor_sports,outdoor_sports,swimming_pool,karate,taekwondo,yoga,computer_lab,science_lab,robotics_lab,ramps,washrooms,elevators,hall_of_fame,gallery,address,email,website,phone_no,school_name,school_image,class_offered,sf_ratio
Private,CBSE,1989,Co-Education,0.26Acre,Urban,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,True,True,False,False,False,True,True,True,False,True,True,False,[],['https://images.uniapply.com/uploads/college/image/500/2190/Sanjeevani_Public_School_1368_Classroom_1.jpg'],"B-65, 66, Arya Samaj Road, Uttam Nagar, West Delhi, 110059",sanjeevanipublicschool@hotmail.com,http://www.sanjeevanipublicschool.in/index.html,011-28563666,Sanjeevani Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Pre-Nursery - Class 12,30:1
Private,CBSE,1981,Co-Education,1.2Acres,Urban,False,True,True,False,False,True,True,True,True,True,False,False,True,False,False,True,True,True,True,False,False,False,True,True,False,False,True,True,True,False,True,False,True,True,True,False,False,True,False,[],"['https://images.uniapply.com/uploads/college/image/500/2188/Shiv_Vani_Model_Senior_Secondary_School_1670_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Shiv_Vani_Model_Senior_Secondary_School_1670_Auditorium_2_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Shiv_Vani_Model_Senior_Secondary_School_1670_Chemistry_Lab_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Shiv_Vani_Model_Senior_Secondary_School_1670_Computer_Lab_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Shiv_Vani_Model_Senior_Secondary_School_1670_Gym_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Shiv_Vani_Model_Senior_Secondary_School_1670_Indoor_Sports_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Shiv_Vani_Model_Senior_Secondary_School_1670_Junior_School_Orientation_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Shiv_Vani_Model_Senior_Secondary_School_1670_Library_8.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Shiv_Vani_Model_Senior_Secondary_School_1670_Pre_Primary_Clasroom_9.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Shiv_Vani_Model_Senior_Secondary_School_1670_School_Building_10.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Shiv_Vani_Model_Senior_Secondary_School_1670_School_Auditorium_11.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Shiv_Vani_Model_Senior_Secondary_School_1670_School_Assembly_12.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Shiv_Vani_Model_Senior_Secondary_School_1670_Sports_Day_13.jpg']","Palam-Dabri Road, Mahavir Enclave, Dwarka, South West Delhi, 110045",mail@shivvani.in,http://www.shivvani.in/,011-45600323,Shiv Vani Model Senior Secondary School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 12,22:1
Private,CBSE,1989,Co-Education,NA,Urban,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,[],"['https://images.uniapply.com/uploads/college/image/500/2188/New_Delhi_Convent_Senior_Secondary_School_1649_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/New_Delhi_Convent_Senior_Secondary_School_1649_Class_Activity_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/New_Delhi_Convent_Senior_Secondary_School_1649_Event_2_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/New_Delhi_Convent_Senior_Secondary_School_1649_Event_1_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/New_Delhi_Convent_Senior_Secondary_School_1649_Event_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/New_Delhi_Convent_Senior_Secondary_School_1649_Sports_6.jpg']","RZH-121, Street Number 3 & 4 Near Solanki Chowk, Old Mehraulli Road, H-Block, Palam Colony, Raj Nagar 2 Extension, South West Delhi, 110077",ndcsss@gmail.com,"011-25367838,9810227913",,New Delhi Convent Senior Secondary School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Class 1 - Class 12,27:1
Private,CBSE,2004,Co-Education,0.7Acre,Urban,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,True,True,False,[],"['https://images.uniapply.com/uploads/college/image/500/2190/Vidya_Memorial_Public_School_1312_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Vidya_Memorial_Public_School_1312_Children_s_Day_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Vidya_Memorial_Public_School_1312_Classroom_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Vidya_Memorial_Public_School_1312_Dance_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Vidya_Memorial_Public_School_1312_Science_Lab_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Vidya_Memorial_Public_School_1312_Sports_6.jpg']","G-1/450, Dal-Mill Road, Uttam Nagar, West Delhi, 110059",vidyamemorial@gmail.com,http://www.vidyamemorial.com/Eduorbit/front_website/Home.aspx,011-25373069,Vidya Memorial Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 12,24:1
Private,CBSE,1990,Co-Education,0.16Acre,Urban,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,[],"['https://images.uniapply.com/uploads/college/image/500/2188/Holy_Heart_Public_school_1750_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Holy_Heart_Public_school_1750_Event_1_1_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Holy_Heart_Public_school_1750_event_3_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Holy_Heart_Public_school_1750_Students_4.jpg']","Block F, Mahavir Extension, Mahavir Enclave, Dwarka, South West Delhi, 110045",holyheartsch@yahoo.com,http://www.holyheartpublicschool.com,"011 25035963,011 2503 5369,095551 55580",Holy Heart Public school,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 10,22:1
Private,CBSE,1992,Co-Education,0.5Acre,Urban,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,True,True,False,[],"['https://images.uniapply.com/uploads/college/image/500/2188/Deep_Parmarth_Secondary_School_1612_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Deep_Parmarth_Secondary_School_1612_Farewell_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Deep_Parmarth_Secondary_School_1612_Gate_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Deep_Parmarth_Secondary_School_1612_Infrastructure_4.jpg']","Block RZ, Old Mehrauli Road, Puran Nagar, Raj Nagar, South West Delhi, 110077",deeparmarthschool@gmail.com,https://deep-parmarth-secondary-school.business.site,011-25361505,Deep Parmarth Secondary School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 10,22:1
Private,CBSE,1997,Co-Education,NA,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],"['https://images.uniapply.com/uploads/college/image/500/2190/Mata_Savitri_Devi_Sanjeevani_Public_School_1257_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Mata_Savitri_Devi_Sanjeevani_Public_School_1257_Laboratory_2.jpg']","K-32/36, Mohan Garden, Uttam Nagar, West Delhi, 110059",principal_bbpsdw@yahoo.com,011-2535109,,Mata Savitri Devi Sanjeevani Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 12,NA
Private,NA,NA,Co-Education,NA,NA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[],"['https://images.uniapply.com/uploads/college/image/500/2190/Building_UA_210503_161338.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Activity_UA_210503_161345.jpg']","D1 - 29, Phase 5, Om Vihar, Uttam Nagar, West Delhi, 110059",,,,Supreme Model School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 8,NA
Private,CBSE,1995,Co-Education,0.7Acre,Urban,False,True,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,[],"['https://images.uniapply.com/uploads/college/image/500/2190/West_Point_Model_School_1314_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/West_Point_Model_School_1314_Campus_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/West_Point_Model_School_1314_ComputerLab_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/West_Point_Model_School_1314_Lab_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/West_Point_Model_School_1314_Sports_5.jpg']","12, Phase 3, Om Vihar, Uttam Nagar, West Delhi, 110059",westpoint12@gmail.com,http://www.westpointmodelschool.in/,011-25351899,West Point Model School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,UKG - Class 12,16:1
Private,NA,1988,Co-Education,NA,Urban,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,False,True,True,True,False,True,True,False,[],"['https://images.uniapply.com/uploads/college/image/500/2190/Happy_Cambridge_School_1355_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Happy_Cambridge_School_1355_AV_Room_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Happy_Cambridge_School_1355_School_Event_2_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Happy_Cambridge_School_1355_School_Event_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Happy_Cambridge_School_1355_Science_Lab_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Happy_Cambridge_School_1355_Yoga_Day_6.jpg']","Dal Mill Rd, Block B, Hostal Vihar, Om Vihar, Uttam Nagar, West Delhi, 110059",https://happycambridgeschool.com/,9810826194,,Happy Cambridge School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Class 1 - Class 8,37:1
Private,CBSE,2005,Co-Education,1Acre,Urban,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,True,True,False,[],"['https://images.uniapply.com/uploads/college/image/500/2188/Aakash_Public_School_1591_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Aakash_Public_School_1591_Students_2.jpg']","B-32, Ishwar Colony, Arjun Park, Nangli Sakrawati, South West Delhi, 110043",aakashpublicschool@gmail.com,http://www.aakashpublicschool.co.in,"011-25324699,011-25324555",Aakash Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 12,26:1
Private,CBSE,2010,Co-Education,0.5Acre,Urban,False,True,True,False,False,False,True,True,True,True,False,False,False,False,False,True,True,True,True,False,False,False,True,True,False,False,False,True,True,False,False,False,False,True,True,False,True,True,False,[],['https://images.uniapply.com/uploads/college/image/500/2190/Vasundhara_Public_School_1310_Building_1.jpg'],"B-65, Hastsal Vihar, Uttam Nagar, West Delhi, 110059",mail4vps@gmail.com,http://vasundharapublicschool.net/,8285800892,Vasundhara Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Class 1 - Class 10,24:1
Private,CBSE,1993,Co-Education,0.6Acre,Urban,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,True,False,True,True,False,False,False,True,True,False,False,False,False,True,True,False,True,True,False,[],"['https://images.uniapply.com/uploads/college/image/500/2188/Nav_Gian_Deep_Senior_Secondary_Public_School_4369_ComputerLab_UA_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Nav_Gian_Deep_Senior_Secondary_Public_School_4369_Play_Ground_UA_2.jpg']","Block A-1/66, Vijay Enclave, Dabri Palam Road, Vijay Enclave, Dwarka, South West Delhi, 110045",navgiandeepschool@rediffmail.com,http://www.navgiandeeppublicschool.com/,"011-45082313,011-45092313",Nav Gian Deep Senior Secondary Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 12,25:1
Private,NA,NA,Co-Education,NA,NA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[],[],"2A,P Extension 1, Jain Road, Block MS, Bhagwati Garden, Nawada, Mohan Garden, Uttam Nagar, West Delhi, 110059",9971774648,,,Sodan Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 8,NA
Private,CBSE,2002,Co-Education,0.5Acre,Urban,False,True,True,False,False,False,True,True,True,True,False,False,False,False,False,True,True,True,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,[],"['https://images.uniapply.com/uploads/college/image/500/2188/Building_UA_210502_025024.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Building_1_UA_210502_025039.jpg']","New Radha Swami Satsang Vyas, Dindarpur, Najafgarh, South West Delhi, 110043",gpsnajafgarh@gmail.com,http://gyanodayaschool.in,011-6592 7164,Gyanodaya Senior Secondary Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 12,16:1
Private,CBSE,1985,Co-Education,2.14Acres,Urban,False,True,True,False,False,True,True,True,True,True,False,False,False,False,False,True,True,True,True,False,False,False,True,True,False,False,True,True,True,False,True,False,False,True,True,False,True,True,False,[],"['https://images.uniapply.com/uploads/college/image/500/2188/Jindal_Public_School_1958_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Jindal_Public_School_1958_Basket_Ball_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Jindal_Public_School_1958_Biology_Lab_3.png', 'https://images.uniapply.com/uploads/college/image/500/2188/Jindal_Public_School_1958_Campus_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Jindal_Public_School_1958_Chemistry_Lab_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Jindal_Public_School_1958_Computer_Lab_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Jindal_Public_School_1958_Entrance_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Jindal_Public_School_1958_Health_8.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Jindal_Public_School_1958_Library_9.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Jindal_Public_School_1958_Music_Room_10.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Jindal_Public_School_1958_Physics_Lab_11.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Jindal_Public_School_1958_Reception_12.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Jindal_Public_School_1958_Volley_Ball_13.jpg']","Old Palam Road, Vaishali Colony, Dashrathpuri, South West Delhi, 110045",info@jps.net.in,https://www.jindalpublicschool.in,011-25391007,Jindal Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Class 1 - Class 12,30:1
Private,CBSE,1987,Co-Education,0.4Acre,Urban,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,True,True,True,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,True,True,False,[],['https://images.uniapply.com/uploads/college/image/500/2188/Gyan_Jyoti_Public_School_1695_Building_1.jpg'],"Chhawla, South West Delhi, 110071",gyanjyotieducation@gmail.com,http://www.gjps.in,011-25317257,Gyan Jyoti Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 10,20:1
Private,CBSE,1973,Co-Education,0.7Acre,Urban,False,True,True,False,False,False,True,True,True,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False,False,False,False,True,True,False,False,False,True,True,True,False,True,False,False,[],"['https://images.uniapply.com/uploads/college/image/500/2188/Delhi_Jain_Public_School_1614_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Delhi_Jain_Public_School_1614_Art_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Delhi_Jain_Public_School_1614_Cultural_Program_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Delhi_Jain_Public_School_1614_Dandiya_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Delhi_Jain_Public_School_1614_Independence_Day_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Delhi_Jain_Public_School_1614_Infrastructure_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Delhi_Jain_Public_School_1614_Science_Fair_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Delhi_Jain_Public_School_1614_Students_8.jpg']","12, Railway Road, Palam, South West Delhi, 110077",delhijainschool@gmail.com,https://www.delhijainschool.com,"011-25367262,011-25367264,011-25367265",Delhi Jain Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 12,24:1
Private,CBSE,2000,Co-Education,NA,Urban,False,True,False,False,False,False,False,True,True,False,False,False,True,True,False,True,False,True,True,False,False,False,True,True,False,False,False,True,True,False,False,False,True,True,True,False,False,False,False,[],['https://images.uniapply.com/uploads/college/image/500/2190/Harry_Model_School_1358_Building_1.jpg'],"L-92, Mohan Garden, Uttam Nagar, West Delhi, 110059",harrymodelschool@gmail.com,http://harrymodelschool.com/,"011-32425130,9560695296",Harry Model School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 8,21:1
Private,NA,NA,Co-Education,NA,NA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[],"['https://images.uniapply.com/uploads/college/image/500/2190/Building2_UA_210220_155343.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Building3_UA_210220_155426.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Building1_UA_210220_155339.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Building_UA_210220_155336.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Exhibition_UA_210220_155346.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Artandcraft_UA_210220_155330.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Playground_UA_210220_155352.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Gardening_UA_210220_155348.jpg']","Plot no 2/A1, -110059, Phase 5, Uttam Nagar, Hastsal, West Delhi, 110059",9818857400,,,KM International School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 8,NA
Private,CBSE,1990,Co-Education,0.75Acre,Urban,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,True,True,False,[],"['https://images.uniapply.com/uploads/college/image/500/2188/Mount_Saint_Garjiya_School_1642_Racing_1_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Mount_Saint_Garjiya_School_1642_Racing_2.jpg']","Near Sai Baba Mandir, Old Dharampura, Masudabad, Najafgarh, South West Delhi, 110043",mountsaintgarjiyaschool@gmail.com,http://www.mountsaintgarjiyaschool.com/index.html,"011-49092594,9210041673,9213878407",Mount Saint Garjiya School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 12,26:1
Private,CBSE,1988,Co-Education,0.56Acre,Urban,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,[],"['https://images.uniapply.com/uploads/college/image/500/2188/Ekta_Model_Secondary_School_1618_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Ekta_Model_Secondary_School_1618_Event_1_1_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Ekta_Model_Secondary_School_1618_Students_3.jpg']","Kakrola Road, Dharampura Extension, Najafgarh, South West Delhi, 110043",ektamodelschool@gmail.com,http://www.ektamodelsecschool.com/index.php,011-25321321,Ekta Model Secondary School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Class 1 - Class 10,29:1
Private,NA,NA,Co-Education,NA,NA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[],"['https://images.uniapply.com/uploads/college/image/500/2188/Building_UA_210215_184706.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Sports_UA_210215_184725.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Art_and_Craft_UA_210215_184653.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Classroom_1_UA_210215_184709.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Classroom_UA_210215_184712.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Event_1_UA_210215_184716.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Event_2_UA_210215_184719.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Event_UA_210215_184722.jpg']","Najafgarh, South West Delhi, 110043",9990306192,,,Unique Montessori Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 10,NA
Private,CBSE,1986,Co-Education,3.9Acres,Urban,False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,False,True,True,True,False,False,False,False,[],"['https://images.uniapply.com/uploads/college/image/500/2188/Air_Force_School_1727_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Air_Force_School_1727_Function_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Air_Force_School_1727_Ground_1_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Air_Force_School_1727_Ground_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Air_Force_School_1727_Students_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Air_Force_School_1727_Stage_1_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Air_Force_School_1727_Stage_7.jpg']","13 Base Repair Depot, Delhi Cantonment, Panchvati, Delhi Cantonment, South West Delhi, 110010",afspanchwati@gmail.com,https://afspanchwati.com/,"011-25675467,8800260738",Air Force School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,LKG - Class 10,19:1
Private,CBSE,1981,Co-Education,0.98Acre,Urban,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,True,True,False,[],['https://images.uniapply.com/uploads/college/image/500/2188/Ram_Chandra_Sanatan_Dharam_Modern_Public_School_1764_Building_1_1_1.jpg'],"Street Number 8, Sadh Nagar, Palam, South West Delhi, 110045",rcsdplm@gmail.com,http://www.ramchandraschool.in/index.php,011-64521379,Ram Chandra Sanatan Dharam Modern Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 5,10:1
Private,CBSE,1997,Co-Education,0.99Acre,Urban,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,True,True,False,[],"['https://images.uniapply.com/uploads/college/image/500/2190/Raghubir_Singh_Modern_School_1273_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Raghubir_Singh_Modern_School_1273_Entrance_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Raghubir_Singh_Modern_School_1273_Ground_3.jpg']","B 63, Mohan Garden, Uttam Nagar, West Delhi, 110059",raghubirsingh586@yahoo.com,http://www.rsms.com,"011-25613964,9313821333",Raghubir Singh Modern School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Class 1 - Class 12,26:1
NA,NA,NA,Co-Education,NA,NA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,[],"['https://images.uniapply.com/uploads/college/image/500/2188/Building_UA_210218_190024.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Building2_UA_210218_190116.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Building3_UA_210218_190038.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Building1_UA_210218_190029.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Event_UA_210218_190043.jpg']","C-4 Blk, ND-43, Najafgarh, Veer Bazar Rd, Jay Vihar Fhass - 3, Nangli Vihar Extension, Harphool Vihar, Baprola, South West Delhi, 110043",9910604367,,,English Foundation School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 8,NA
Private,CBSE,1994,Co-Education,0.4Acre,Urban,False,True,True,False,False,False,True,True,True,True,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,True,True,True,False,False,False,True,True,False,False,False,False,[],[],"Bamnoli, Dhulsiras, South West Delhi, 110045",info@srps.in,011-65979722,,Shri Ram Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 10,NA
