Ownership,Board,Year of Establishment,Co-Ed Status,Campus Size,Campus Type,Class,Boarding,Infrastructure,Safety and Security,Advanced Facilities,Extra Curricular,Sports and Fitness,Lab,Disabled Friendly,hall_of_fame,gallery,address,email,website,phone_no,school_name,school_image,class_offered,sf_ratio
Private,State board,NA,Co-Education,NA,Urban,[],[],[],[],['Medical Room'],"['Art and Craft', 'Dance', 'Debate', 'Drama']",[],[],[],[],['https://images.uniapply.com/uploads/college/image/500/2172/Building_UA_210706_163700.jpeg'],"D-264, Street No 11, Laxmi Nagar, East Delhi, 110092",,,,Sharon Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 8,NA
Private,State board,NA,Co-Education,NA,Urban,[],[],[],[],['Medical Room'],"['Art and Craft', 'Dance', 'Debate', 'Drama']",[],[],[],[],[],"L-57, Abul Fazal Enclave, Jamia Nagar, Okhla, South East Delhi, 110025",,,,Saifi Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 8,NA
Private,State board,NA,Co-Education,NA,Urban,[],[],[],[],['Medical Room'],"['Art and Craft', 'Dance', 'Debate', 'Drama']",[],[],[],[],"['https://images.uniapply.com/uploads/college/image/500/2172/Activity_UA_210706_165435.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Playground_UA_210706_165443.jpg']","E-43, Gali No-15, Madhu Vihar, Patparganj, East Delhi, 110092",,,,Sugam Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 8,NA
Private,State board,NA,Co-Education,NA,Urban,[],[],[],[],['Medical Room'],"['Art and Craft', 'Dance', 'Debate', 'Drama']",[],[],[],[],"['https://images.uniapply.com/uploads/college/image/500/2178/Building_UA_210605_133247.jpg', 'https://images.uniapply.com/uploads/college/image/500/2178/Building1_UA_210605_133258.jpg']","Gali Number 4, Shaheed Bhagat Singh Colony, Karawal Nagar, North East Delhi, 110094",,,,Prahlad Modern Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 8,NA
Private,CBSE,NA,Co-Education,NA,NA,[],[],[],[],['Medical Room'],"['Art and Craft', 'Dance', 'Music']",[],[],[],[],[],"Kanchan Kunj, Madanpur Khadar, Issapur, South West Delhi, 110076",8826235991,,,Good Samaritan School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Class 1 - Class 12,NA
Private,State board,NA,Co-Education,NA,Urban,[],[],[],[],['Medical Room'],"['Art and Craft', 'Dance', 'Debate', 'Drama']",[],[],[],[],[],"Gharoli Main Road, Old Kondli, Kondli, Mayur Vihar Phase 3, East Delhi, 110096",011-22612319,,,Dinkar National Model School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 8,NA
Private,CBSE,2007,Co-Education,2 Acres,Urban,"['Smart Classes', 'Wifi']",[],"['Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",['CCTV'],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab', 'Robotics Lab']","['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2188/Sachdeva_Global_School_1660_Building_1_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Sachdeva_Global_School_1660_Building_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Sachdeva_Global_School_1660_Activity_1_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Sachdeva_Global_School_1660_Activity_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Sachdeva_Global_School_1660_Event_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Sachdeva_Global_School_1660_Group_Picture_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Sachdeva_Global_School_1660_Group_Singing_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Sachdeva_Global_School_1660_Play_Ground_8.jpg']","Sector 18A, Dwarka, South West Delhi, 110075",info@sachdevaglobal.in,http://www.sachdevaglobal.in/index.php,"011-28033005,011-28032150,011-28032828",Sachdeva Global School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 12,20:1
Private,CBSE,1966,Co-Education,4 Acres,Urban,"['Smart Classes', 'Wifi']",[],"['Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",['CCTV'],"['Medical Room', 'Transportation']","['Dance', 'Music', 'Picnics and excursion']","['Gym', 'Indoor Sports', 'Outdoor Sports', 'Yoga']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms']",['International School Award by British Council'],"['https://images.uniapply.com/uploads/college/image/500/2188/Building_2_UA_210502_032407.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Building_1_UA_210502_032425.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Smart_Class_UA_210502_032433.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Classroom_UA_210502_032439.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Sports_UA_210502_032443.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Classroom_UA_210502_032516.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Dance_UA_210502_032522.jpg']","Bees Sutri Colony, Pocket 1, Sector 19, Dwarka, South West Delhi, 110075",st.marys.19@gmail.com,https://stmarysschooldwarka.com/,850600369,St. Mary’s School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Class 1 - Class 12,25:1
Private,CBSE,2013,Co-Education,1.83 Acres,Urban,"['Smart Classes', 'Wifi']","['Boys Hostel', 'Girls Hostel']","['Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",['CCTV'],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Music', 'Picnics and excursion']","['Indoor Sports', 'Outdoor Sports', 'Karate', 'Taekwondo', 'Yoga']","['Computer Lab', 'Science Lab']",[],[],"['https://images.uniapply.com/uploads/college/image/500/2188/ITBP_Public_School_1713_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/ITBP_Public_School_1713_Cultural_Performance_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/ITBP_Public_School_1713_Classroom_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/ITBP_Public_School_1713_Commandos_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/ITBP_Public_School_1713_Ganesh_Chaturthi_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/ITBP_Public_School_1713_Inaugaration_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/ITBP_Public_School_1713_Training_Camp_7.jpg']","Pocket 4, Sector 16B, Dwarka, South West Delhi, 110075",principal.itbpschool@gmail.com,https://www.itbppsdwarka.com/,011-28087111,ITBP Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 12,31:1
Private,CBSE,2003,Co-Education,1.77 Acres,Urban,"['Smart Classes', 'Wifi']",[],"['Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",['CCTV'],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Music', 'Picnics and excursion']","['Indoor Sports', 'Outdoor Sports', 'Swimming Pool']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2188/Mata_Bhatee_Devi_Public_School_1629_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Mata_Bhatee_Devi_Public_School_1629_Art_Science_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Mata_Bhatee_Devi_Public_School_1629_Classroom_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Mata_Bhatee_Devi_Public_School_1629_Ground_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Mata_Bhatee_Devi_Public_School_1629_Park_Visit_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Mata_Bhatee_Devi_Public_School_1629_Prefects_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Mata_Bhatee_Devi_Public_School_1629_Sports_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Mata_Bhatee_Devi_Public_School_1629_Students_8.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Mata_Bhatee_Devi_Public_School_1629_Toddlers_9.jpg']","Plot Number 1, Main Goyla Road, Shyam Vihar, Dinpur, Najafgarh, South West Delhi, 110043",info@matabhateedevi.edu.in,http://www.matabhateedevi.edu.in,011-71568686,Mata Bhatee Devi Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 12,16:1
Private,CBSE,1993,Co-Education,5.85 Acres,Urban,['Smart Classes'],[],"['Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",['CCTV'],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Outdoor Sports', 'Karate']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2188/Delhi_English_Academy_1613_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Delhi_English_Academy_1613_classroom_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Delhi_English_Academy_1613_Event_1_1_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Delhi_English_Academy_1613_Students_2_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Delhi_English_Academy_1613_Students1_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Delhi_English_Academy_1613_Students_6.jpg']","Barthal, Sector 25, Dwarka, South West Delhi, 110077",delhienglishacademy1998@gmail.com,http://www.deadwarka.in,"8882720656,8810270723",Delhi English Academy,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 12,28:1
Private,CBSE,1989,Co-Education,NA,Urban,[],[],"['Library/Reading Room', 'Playground']",[],['Medical Room'],"['Dance', 'Music']","['Indoor Sports', 'Outdoor Sports']",['Computer Lab'],['Washrooms'],[],"['https://images.uniapply.com/uploads/college/image/500/2188/New_Delhi_Convent_Senior_Secondary_School_1649_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/New_Delhi_Convent_Senior_Secondary_School_1649_Class_Activity_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/New_Delhi_Convent_Senior_Secondary_School_1649_Event_2_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/New_Delhi_Convent_Senior_Secondary_School_1649_Event_1_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/New_Delhi_Convent_Senior_Secondary_School_1649_Event_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/New_Delhi_Convent_Senior_Secondary_School_1649_Sports_6.jpg']","RZH-121, Street Number 3 & 4 Near Solanki Chowk, Old Mehraulli Road, H-Block, Palam Colony, Raj Nagar 2 Extension, South West Delhi, 110077",ndcsss@gmail.com,"011-25367838,9810227913",,New Delhi Convent Senior Secondary School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Class 1 - Class 12,27:1
Private,CBSE,1993,Co-Education,0.6 Acre,Urban,"['Smart Classes', 'Wifi']",[],"['Library/Reading Room', 'Playground']",['CCTV'],['Medical Room'],"['Art and Craft', 'Dance', 'Drama', 'Music', 'Picnics and excursion']","['Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2188/Nav_Gian_Deep_Senior_Secondary_Public_School_4369_ComputerLab_UA_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Nav_Gian_Deep_Senior_Secondary_Public_School_4369_Play_Ground_UA_2.jpg']","Block A-1/66, Vijay Enclave, Dabri Palam Road, Vijay Enclave, Dwarka, South West Delhi, 110045",navgiandeepschool@rediffmail.com,http://www.navgiandeeppublicschool.com/,"011-45082313,011-45092313",Nav Gian Deep Senior Secondary Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 12,25:1
Private,NA,NA,Co-Education,NA,NA,[],[],[],[],[],"['Art and Craft', 'Dance', 'Debate', 'Drama', 'Music']",[],[],[],[],"['https://images.uniapply.com/uploads/college/image/500/2188/Building_UA_210215_184706.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Sports_UA_210215_184725.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Art_and_Craft_UA_210215_184653.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Classroom_1_UA_210215_184709.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Classroom_UA_210215_184712.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Event_1_UA_210215_184716.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Event_2_UA_210215_184719.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Event_UA_210215_184722.jpg']","Najafgarh, South West Delhi, 110043",9990306192,,,Unique Montessori Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 10,NA
Private,CBSE,1989,Co-Education,0.49 Acre,Urban,"['Smart Classes', 'Wifi']",[],"['Library/Reading Room', 'Playground']",['CCTV'],[],"['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms']",[],[],"Dharampura, Najafgarh, South West Delhi, 110043",hbmss89@gmail.com,http://www.hbmss.in,011-25017761,Hind Bal Mandir Secondary School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Class 1 - Class 10,22:1
Private,CBSE,1970,Co-Education,0.7 Acre,Urban,"['Smart Classes', 'Wifi']",[],"['Library/Reading Room', 'Playground']",['CCTV'],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Drama', 'Music']","['Gym', 'Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2190/Indira_Ideal_Senior_Secondary_School_1322_Building_2_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Indira_Ideal_Senior_Secondary_School_1322_Building_1_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Indira_Ideal_Senior_Secondary_School_1322_Building_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Indira_Ideal_Senior_Secondary_School_1322_Event_1_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Indira_Ideal_Senior_Secondary_School_1322_House_Captains_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Indira_Ideal_Senior_Secondary_School_1322_Oath_Ceremony_6.jpg']","C-3, Janakpuri, West Delhi, 110058",iisssjp@yahoo.co.in,http://indiraidealschool.com/,"011-25594459,011-41587994,011-41587995",Indira Ideal Senior Secondary School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 12,27:1
Private,CBSE,1996,Co-Education,0.74 Acre,Urban,"['Smart Classes', 'Wifi']",[],"['Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",['CCTV'],['Medical Room'],"['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']",['Ramps'],[],"['https://images.uniapply.com/uploads/college/image/500/2188/Golden_Valley_Public_School_1622_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Golden_Valley_Public_School_1622_Computer_Lab_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Golden_Valley_Public_School_1622_Dance_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Golden_Valley_Public_School_1622_Students_1_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Golden_Valley_Public_School_1622_Students_5.jpg']","A-161, Todarmal Colony, Najafgarh, South West Delhi, 110043",gvpssps2010@gmail.com,http://www.gvschool.in,"9773504909,9971193736",Golden Valley Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Class 1 - Class 12,24:1
Private,CBSE,1997,Co-Education,1 Acre,Urban,"['Smart Classes', 'Wifi']",[],"['Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",['CCTV'],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2188/Sant_Kirpal_Model_Senior_Secondary_School_1665_Class_Activity_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Sant_Kirpal_Model_Senior_Secondary_School_1665_Event_1_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Sant_Kirpal_Model_Senior_Secondary_School_1665_Event_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Sant_Kirpal_Model_Senior_Secondary_School_1665_Group_Picture_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Sant_Kirpal_Model_Senior_Secondary_School_1665_Outdoor_Game_Competition_5.png', 'https://images.uniapply.com/uploads/college/image/500/2188/Sant_Kirpal_Model_Senior_Secondary_School_1665_Outing_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Sant_Kirpal_Model_Senior_Secondary_School_1665_Racing_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Sant_Kirpal_Model_Senior_Secondary_School_1665_Republic_Day_Activity_8.jpg']","Shiv Enclave, Dichaon Kalan, South West Delhi, 110043",skms1997@gmail.com,011-64670903,,Sant Kirpal Model Senior Secondary School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 12,21:1
Private,NA,NA,Co-Education,NA,NA,[],[],[],[],['Medical Room'],"['Art and Craft', 'Dance', 'Music']",[],[],[],[],"['https://images.uniapply.com/uploads/college/image/500/2190/Building_UA_210217_154130.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Classroom_UA_210217_154137.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Classroom1_UA_210217_154140.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Smartclass_UA_210217_154134.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Exihibition_UA_210217_154147.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Artandcraft_UA_210217_154144.jpg']","B-152, Shiv Vihar, Uttam Nagar, Hastsal, West Delhi, 110059",9560572885,,,Ideal Radiant Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 8,NA
Private,CBSE,1994,Co-Education,NA,Urban,[],[],['Library/Reading Room'],[],[],"['Art and Craft', 'Dance', 'Music']",['Karate'],[],[],[],"['https://images.uniapply.com/uploads/college/image/500/2188/Holy_Child_Model_School_1712_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Holy_Child_Model_School_1712_Entrance_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Holy_Child_Model_School_1712_Event_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Holy_Child_Model_School_1712_Gate_1_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Holy_Child_Model_School_1712_Sports_5.jpg']","RZ - 700, A Block, Street Number - 13, Gopal Nagar Extension, Najafgarh, South West Delhi, 110043",holychildmodel@gmail.com,http://www.holychildmodelschool.in/,"9810121147,9212376977",Holy Child Model School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 10,24:1
Private,CBSE,1970,Co-Education,1.25 Acres,Urban,"['Smart Classes', 'Wifi']",[],"['Library/Reading Room', 'Playground']",['CCTV'],['Medical Room'],"['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']",['Ramps'],[],[],"Block 9, Arya Samaj, Tilak Nagar, West Delhi, 110018",info@dayanandschool.com,011-25991506,,Dayanand Adarsh Vidyalaya,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 10,21:1
Private,CBSE,2005,Co-Education,0.49 Acre,Urban,['Smart Classes'],[],"['Library/Reading Room', 'Playground']",['CCTV'],[],"['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Outdoor Sports', 'Karate']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2190/Bhardwaj_Model_School_1341_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Bhardwaj_Model_School_1341_Entrance_2.jpg']","RZQ-88, Nihal Vihar, Nangloi, West Delhi, 110041","info@bmsnihalvihar.org,bhardwajmodelschool88@gmail.com",http://www.bmsnihalvihar.in,"011-65164123,9711632190",Bhardwaj Model School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 10,19:1
Private,CBSE,1998,Co-Education,1.15 Acres,Rural,"['Smart Classes', 'Wifi']",[],"['Library/Reading Room', 'Playground']",['CCTV'],['Medical Room'],"['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms']",[],[],"Daulatpur, South West Delhi, 110043",rdis.daulatpur@gmail.com,http://www.rdisdelhi.org,9990111866,Raj Dai International School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 10,28:1
Private,CBSE,1982,Co-Education,0.8 Acre,Urban,"['Smart Classes', 'Wifi']",[],"['Library/Reading Room', 'Playground']",['CCTV'],['Medical Room'],"['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2190/Rajender_Lakra_Public_School_1275_Campus_Area_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Rajender_Lakra_Public_School_1275_Classroom_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Rajender_Lakra_Public_School_1275_Computer_Lab_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Rajender_Lakra_Public_School_1275_Laboratory_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Rajender_Lakra_Public_School_1275_Library_5.jpg']","Mundka, West Delhi, 110041",rajenderlakra1@gmail.com,http://www.rlmsmundka.in,011-28343339,Rajender Lakra Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Class 1 - Class 12,18:1
Private,CBSE,1992,Co-Education,0.24 Acre,Urban,"['Smart Classes', 'Wifi']",[],"['Library/Reading Room', 'Playground']",['CCTV'],[],"['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Outdoor Sports', 'Yoga']","['Computer Lab', 'Science Lab']",['Ramps'],[],"['https://images.uniapply.com/uploads/college/image/500/2190/Maharishi_Dayanand_Model_School_1254_Building_1_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Maharishi_Dayanand_Model_School_1254_Building_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Maharishi_Dayanand_Model_School_1254_Art_and_craft_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Maharishi_Dayanand_Model_School_1254_Classroom_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Maharishi_Dayanand_Model_School_1254_Dance_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Maharishi_Dayanand_Model_School_1254_Entrance_6.jpg']","134, Arvind Enclave, Amar Colony, Nangloi, West Delhi, 110041","maharishid1234@gmail.com,neenasharma10051964@gmail.com",http://www.mdmss.org,011-25945309,Maharishi Dayanand Model School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,LKG - Class 10,20:1
Private,NA,2016,Co-Education,0.25 Acre,Urban,"['AC Classes', 'Smart Classes', 'Wifi']",[],"['Library/Reading Room', 'Playground']",['CCTV'],"['Day care', 'Meals', 'Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Gardening', 'Music', 'Picnics and excursion']","['Indoor Sports', 'Outdoor Sports', 'Yoga']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2190/Classroom2_UA_210518_102422.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Playarea2_UA_210518_102535.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Classroom_UA_210518_102545.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Playarea_UA_210518_102445.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Activity_UA_210525_121649.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/Activity2_UA_210525_121719.jpg']","A-1/78, Main Rohtak Road, Rajendra Park, Nangloi, West Delhi, 110041",littleplanetnangloi@gmail.com,https://little-planet-pre-school-nangloi.business,"9990603603,9873364104",Little Planet Pre School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Pre-Nursery - UKG,22:1
Private,CBSE,1995,Co-Education,0.74 Acre,Urban,['Wifi'],[],"['Library/Reading Room', 'Playground']",['CCTV'],[],"['Dance', 'Music']","['Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms']",[],[],"Railway Road,  JJ Colony Number 2, Veena Enclave, Nangloi, West Delhi, 110041",paragbharatimodelschool9990@gmail.com,http://www.paragbhartimodelschool.in,011-25182578,Parag Bharati Model School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 10,21:1
Private,CBSE,NA,Co-Education,NA,Urban,[],[],[],[],['Medical Room'],"['Art and Craft', 'Dance', 'Music']",[],[],[],[],"['https://images.uniapply.com/uploads/college/image/500/2188/Adarsh_Vidya_Bhawan_1869_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2188/Adarsh_Vidya_Bhawan_1869_Library_2.jpg']","Kh No.73/9, Jharoda Kalan, South West Delhi, 110072",9582800724,,,Gayatri Public School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Nursery - Class 10,NA
Private,CBSE,1980,Co-Education,1.6 Acres,Urban,['Smart Classes'],[],"['Library/Reading Room', 'Playground']",['CCTV'],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2190/The_Adarsh_School_1307_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/The_Adarsh_School_1307_Computer_Lab_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/The_Adarsh_School_1307_Dance_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/The_Adarsh_School_1307_Independence_Day_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/The_Adarsh_School_1307_Library_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2190/The_Adarsh_School_1307_Smart_Class_6.jpg']","Opposite Furniture Market, Rama Road, Kirti Nagar, West Delhi, 110015","principal@theadarshschool.in,vp@theadarshschool.in",http://www.adarshschool.com,"011-25416913,011-25112947",The Adarsh School,https://cdn.uniapply.com/assets/v1/d/images/main/spacer.71a50dbba44c.png,Class 1 - Class 12,22:1
