Ownership,Board,Year of Establishment,Co-Ed Status,Campus Size,Campus Type,Class,Boarding,Infrastructure,Safety and Security,Advanced Facilities,Extra Curricular,Sports and Fitness,Lab,Disabled Friendly,hall_of_fame,gallery,address,email,website,phone_no,school_name
Private,NA,2014,Co-Education,NA,Urban,['Smart Classes'],[],"['Library/Reading Room', 'Playground']",[],[],"['Art and Craft', 'Dance', 'Gardening', 'Music']","['Indoor Sports', 'Outdoor Sports', 'Taekwondo', 'Yoga']",[],[],[],"['https://images.uniapply.com/uploads/college/image/500/2172/Petals_World_School_1872_Art_Room_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Petals_World_School_1872_Campus_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Petals_World_School_1872_Entrance_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Petals_World_School_1872_Fun_Area_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Petals_World_School_1872_Primary_wing_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Petals_World_School_1872_Reception_6.jpg']","D-Block, Nirman Vihar, East Delhi, 110092",http://www.petalsworldschool.org/,0120-4108222,,Petals World School
Private,NA,2002,Co-Education,NA,Urban,['Smart Classes'],[],['Library/Reading Room'],[],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Outdoor Sports']",['Computer Lab'],"['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2180/Gyanodaya_Model_Public_School_1932_classroom_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Gyanodaya_Model_Public_School_1932_event_1_1_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Gyanodaya_Model_Public_School_1932_event_2_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Gyanodaya_Model_Public_School_1932_Gardening_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Gyanodaya_Model_Public_School_1932_playground_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Gyanodaya_Model_Public_School_1932_Students_1_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Gyanodaya_Model_Public_School_1932_Yoga_7.jpg']","Near Dayal market, Alipur, North West Delhi, 110036",gmpsalipur36@gmail.com,https://www.gmpschool.in/,9312792098,Gyanodaya Model Public School
Private,NA,NA,Co-Education,NA,NA,[],[],[],[],['Medical Room'],"['Art and Craft', 'Dance', 'Music']",[],[],[],[],[],"A-140, Part-3,School Road, Sonia Vihar, North East Delhi, 110094",9289725461,,,SR Public School
Private,NA,NA,Co-Education,NA,Urban,[],[],[],[],['Medical Room'],"['Art and Craft', 'Dance', 'Debate', 'Drama']",[],[],[],[],['https://images.uniapply.com/uploads/college/image/500/2182/Activity_UA_210302_123914.jpg'],"K34, Gali Number 12, Tonga Patti Chauhan, Ghonda Patti Chauhan, Brahampuri, Shahdara, 110053",9810418898,,,Gandhi Memorial Public School
Private,CBSE,2011,Co-Education,0.5 Acre,Urban,['Smart Classes'],[],"['Library/Reading Room', 'Playground']",[],['Medical Room'],"['Art and Craft', 'Dance', 'Music']",['Outdoor Sports'],"['Computer Lab', 'Science Lab']",[],[],"['https://images.uniapply.com/uploads/college/image/500/2176/Little_Star_Convent_School_1055_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2176/Little_Star_Convent_School_1055_Activity_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2176/Little_Star_Convent_School_1055_Capture_3.PNG', 'https://images.uniapply.com/uploads/college/image/500/2176/Little_Star_Convent_School_1055_Computer_Lab_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2176/Little_Star_Convent_School_1055_Event_2_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2176/Little_Star_Convent_School_1055_Event_1_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2176/Little_Star_Convent_School_1055_Event_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2176/Little_Star_Convent_School_1055_Lab_8.jpg', 'https://images.uniapply.com/uploads/college/image/500/2176/Little_Star_Convent_School_1055_Library_9.jpg', 'https://images.uniapply.com/uploads/college/image/500/2176/Little_Star_Convent_School_1055_Sports_10.jpg']","Parshuram Enclave, Burari, North Delhi, 110084",littlestarscdelhi@gmail.com,http://www.littlestarconventschool.com/,"011-27612178,9810611039",Little Star Convent School
Private,CBSE,1981,Co-Education,0.12 Acre,Urban,"['Smart Classes', 'Wifi']",[],"['Library/Reading Room', 'Playground']",['CCTV'],['Transportation'],"['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']",['Ramps'],[],"['https://images.uniapply.com/uploads/college/image/500/2172/Building_2_UA_210503_103817.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Building_UA_210503_103747.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Celeberation_UA_210503_103842.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Students_UA_210503_103926.jpg']","C5, 15 Block C, Krishna Nagar, East Delhi, 110051",biglowspublicschool@gmail.com,http://biglowspublicschool.org.in,011-22097347,Biglow's Public School
Private,CBSE,NA,Co-Education,1.97 Acres,Urban,['Wifi'],[],"['Library/Reading Room', 'Playground']",['CCTV'],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Outdoor Sports', 'Swimming Pool']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2172/Universal_Public_School_1182_Building_1_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Universal_Public_School_1182_Building_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Universal_Public_School_1182_Assembly_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Universal_Public_School_1182_Computer_Lab_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Universal_Public_School_1182_Dussehra_Celebration_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Universal_Public_School_1182_Library_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Universal_Public_School_1182_Playground_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Universal_Public_School_1182_Presentation_8.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Universal_Public_School_1182_Swimming_Pool_9.jpg']","Block A, Preet Vihar, East Delhi, 110092",u_p_school@yahoo.co.in,http://universalpublicschool.in/index.html,"011-43008492,011-22446405",Universal Public School
Private,NA,NA,Co-Education,NA,NA,[],[],[],[],['Medical Room'],"['Art and Craft', 'Dance', 'Music']",[],[],[],[],[],"D-53, Block D, Gokalpuri, Bhajanpura, North East Delhi, 110053",9818412413,,,R S Memorial Public School
Private,NA,NA,Co-Education,NA,Urban,[],[],[],[],['Medical Room'],"['Art and Craft', 'Dance', 'Debate', 'Drama']",[],[],[],[],"['https://images.uniapply.com/uploads/college/image/500/2182/Event_UA_210302_130428.jpg', 'https://images.uniapply.com/uploads/college/image/500/2182/Activity_UA_210302_130419.jpg', 'https://images.uniapply.com/uploads/college/image/500/2182/Classroom_UA_210302_130422.jpg', 'https://images.uniapply.com/uploads/college/image/500/2182/Event_1_UA_210302_130425.jpg', 'https://images.uniapply.com/uploads/college/image/500/2182/Music_UA_210302_130432.jpg']","Block D, Bhajanpura, Shahdara, 110053",9958584437,,,Happy Time Public School
Private,CBSE,2005,Co-Education,4 Acres,Urban,"['Smart Classes', 'Wifi']",[],"['Auditorium/Media Room', 'Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",['CCTV'],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Drama', 'Music', 'Picnics and excursion']","['Indoor Sports', 'Outdoor Sports', 'Taekwondo', 'Yoga']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms', 'Elevators']",[],"['https://images.uniapply.com/uploads/college/image/500/2178/Nav_Jeevan_Adarsh_Public_Senior_Secondary_School_1787_Building_1_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2178/Nav_Jeevan_Adarsh_Public_Senior_Secondary_School_1787_Building_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2178/Nav_Jeevan_Adarsh_Public_Senior_Secondary_School_1787_Function_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2178/Nav_Jeevan_Adarsh_Public_Senior_Secondary_School_1787_Sports_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2178/Nav_Jeevan_Adarsh_Public_Senior_Secondary_School_1787_Yoga_5.jpg']","Gali Number 16, A-Block, Part-3, Circular Road, Sonia Vihar, North East Delhi, 110090",navjeevansoniavihar@gmail.com,http://www.navjeevansoniavihar.com/,"9540477145,8920505208",Nav Jeevan Adarsh Public Senior Secondary School
Private,CBSE,1985,Co-Education,0.73 Acre,Urban,"['Smart Classes', 'Wifi']",[],"['Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",['CCTV'],"['Alumni Association', 'Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Outdoor Sports', 'Karate', 'Taekwondo']","['Computer Lab', 'Science Lab']",[],[],"['https://images.uniapply.com/uploads/college/image/500/2182/Sandhya_Senior_Secondary_Public_School_1839_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2182/Sandhya_Senior_Secondary_Public_School_1839_Class_Room_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2182/Sandhya_Senior_Secondary_Public_School_1839_Craft_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2182/Sandhya_Senior_Secondary_Public_School_1839_Infra_4.jpg']","C-182. Gali Number 1,(Akhare Wali Gali), Chauhan Banger, Brahampuri, Shahdara, 110053",info@sandhyaschool.com,http://www.sandhyaschool.com/,"0120-22173122,9953284528",Sandhya Senior Secondary Public School
Private,CBSE,1985,Co-Education,0.14 Acre,Urban,"['Smart Classes', 'Wifi']",[],"['Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",['CCTV'],['Transportation'],"['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']",[],[],"['https://images.uniapply.com/uploads/college/image/500/2172/Florence_Public_School_1197_Building2_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Florence_Public_School_1197_Dance_2.jpg']","19A, Pratap Nagar, Mayur Vihar Phase 1, East Delhi, 110091",florencepublicschool@yahoo.in,http://www.ahujaedusociety-fps.com,011-22750041,Florence Public School
Private,CBSE,1992,Co-Education,0.38 Acre,Urban,"['Smart Classes', 'Wifi']",[],"['Library/Reading Room', 'Playground']",['CCTV'],['Transportation'],"['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2178/Pt_Yad_Ram_Secondary_Public_School_1791_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2178/Pt_Yad_Ram_Secondary_Public_School_1791_event_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2178/Pt_Yad_Ram_Secondary_Public_School_1791_students_1_3.jpg']","Thana Road, Dispensary Chowk, Near PNB Bank, Bhajanpura, North East Delhi, 110053",ptyadramsecschool@yahoo.in,http://www.pyrs.in/index.php,9716777077,Pt. Yad Ram Secondary Public School
Private,CBSE,1985,Co-Education,3.23 Acres,Urban,"['AC Classes', 'Smart Classes', 'Wifi']",[],"['Auditorium/Media Room', 'Cafeteria/Canteen', 'Library/Reading Room', 'Playground']","['CCTV', 'GPS Bus Tracking App']","['Alumni Association', 'Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Debate', 'Drama', 'Gardening', 'Music', 'Picnics and excursion']","['Indoor Sports', 'Outdoor Sports', 'Swimming Pool', 'Karate', 'Taekwondo', 'Yoga']","['Computer Lab', 'Science Lab', 'Robotics Lab']","['Ramps', 'Washrooms', 'Elevators']","['IGBCGreen Schools under existing school category by Indian green Building Council', 'Green Rating for Integrated Habitat Assessment Exemplary Performance Award for Existing Day Schools by GRIHA Council', 'Global Innovative School Award 2019- BITS Pilani Dubai', 'International Dimension in School Award 2019-22 by British Council', 'ASN awarded the Green Campus Award under Silver category on successful completion of the Climate Reality Project by Climare Reality Project India', ""Rex Karmaveer Global Education Change Champions Torchbearer School Award 2019 by International Confederation of NGO's and United Nations"", 'Swachh Vidyalaya Puraskar 2017 at District level by Directorate of Education', ""ASN is ranked No. 1 in India under the Top CBSE School-Parameterwise for 'Individual Attention to Students' by Education Today"", 'Green Leaf Award by Centre for Science and Environmen']","['https://images.uniapply.com/uploads/college/image/500/2172/ASN_Senior_Secondary_School_1130_Building_11_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/ASN_Senior_Secondary_School_1130_Building_4_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/ASN_Senior_Secondary_School_1130_Building_2_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/ASN_Senior_Secondary_School_1130_Building_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/ASN_Senior_Secondary_School_1130_Chemistry_Lab_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/ASN_Senior_Secondary_School_1130_Class_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/ASN_Senior_Secondary_School_1130_Conference_Hall_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/ASN_Senior_Secondary_School_1130_Front_8.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/ASN_Senior_Secondary_School_1130_Lab_9.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/ASN_Senior_Secondary_School_1130_Playground_10.jpg']","Sahakarita Marg, Mayur Vihar Phase 1, East Delhi, 110091",asnschool@asnschool.org,www.asnschool.org,"011-22713040, 011-22715885",ASN Senior Secondary School
Private,NA,NA,Co-Education,NA,NA,[],[],[],[],['Medical Room'],"['Art and Craft', 'Dance', 'Debate', 'Drama']",[],[],[],[],"['https://images.uniapply.com/uploads/college/image/500/2178/Building_UA_210302_135343.jpg', 'https://images.uniapply.com/uploads/college/image/500/2178/Event_UA_210302_135347.jpg']","Sonia Vihar, North East Delhi, 110094",9811885120,,,JPS Convent School
Private,NA,1991,Co-Education,NA,Urban,[],[],['Library/Reading Room'],[],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2172/Mother_Convent_School_1201_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Mother_Convent_School_1201_Assembly_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Mother_Convent_School_1201_Dance_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Mother_Convent_School_1201_Music_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Mother_Convent_School_1201_Rides_5.jpg']","515, Budha Marg, Fazalpur, Mandawali, East Delhi, 110092",info@mothersconvent.in,http://www.mothersconvent.in/,011-22476120,Mother Convent School
Private,CBSE,2004,Co-Education,0.85 Acre,Urban,"['Smart Classes', 'Wifi']",[],"['Auditorium/Media Room', 'Library/Reading Room', 'Playground']",['CCTV'],['Medical Room'],"['Art and Craft', 'Dance', 'Drama', 'Music']","['Gym', 'Indoor Sports', 'Outdoor Sports', 'Karate', 'Taekwondo']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms', 'Elevators']",[],"['https://images.uniapply.com/uploads/college/image/500/2180/Rishikul_Vidyapeeth_1518_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Rishikul_Vidyapeeth_1518_Bio-Lab_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Rishikul_Vidyapeeth_1518_Chemistry_Lab_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Rishikul_Vidyapeeth_1518_Computer_lab_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Rishikul_Vidyapeeth_1518_Kids_Play_area_1_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Rishikul_Vidyapeeth_1518_Physics_lab_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Rishikul_Vidyapeeth_1518_smart_class_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Rishikul_Vidyapeeth_1518_sports_1_8.jpg', 'https://images.uniapply.com/uploads/college/image/500/2180/Rishikul_Vidyapeeth_1518_Students_2_9.jpg']","Alipur, North West Delhi, 110036","rishikulvidyapeeth36@gmail.com,info@therishikul.edu.in",http://therishikul.edu.in/,9643034586,Rishikul Vidyapeeth
Private,NA,1992,Co-Education,NA,Urban,[],[],"['Library/Reading Room', 'Playground']",[],['Medical Room'],"['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Outdoor Sports']",['Computer Lab'],['Washrooms'],[],[],"107, 52, Satanam Marg, East Azad Nagar, Krishna Nagar, East Delhi, 110051",https://gyandeep-shiksha-niketan.business.site/?utm_source=gmb&utm_medium=referral,9717170497,,Gyandeep Shiksha Niketan
Private,CBSE,1984,Co-Education,2 Acres,Urban,"['Smart Classes', 'Wifi']",[],"['Auditorium/Media Room', 'Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",['CCTV'],"['Alumni Association', 'Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms', 'Elevators']",[],"['https://images.uniapply.com/uploads/college/image/500/2172/Mothers_Global_School_1165_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Mothers_Global_School_1165_Basketball_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Mothers_Global_School_1165_Auditorium_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Mothers_Global_School_1165_Cultural_Programme_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Mothers_Global_School_1165_Chemistry_lab_5.png', 'https://images.uniapply.com/uploads/college/image/500/2172/Mothers_Global_School_1165_Junior_Wing_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Mothers_Global_School_1165_Physics_Lab_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Mothers_Global_School_1165_Prize_Distribution_8.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Mothers_Global_School_1165_Yoga_9.jpg']","C-Block, Preet Vihar, East Delhi, 110092",info@mothersglobal.in,http://www.mothersglobal.in/,"011-22501900,011-22527200",Mother's Global School
Private,CBSE,1991,Co-Education,1.75 Acres,Urban,"['Smart Classes', 'Wifi']",[],"['Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",['CCTV'],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Drama', 'Music']","['Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms', 'Elevators']",[],"['https://images.uniapply.com/uploads/college/image/500/2172/Smt_Swarn_Lata_Sethi_DAV_Public_School_1175_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Smt_Swarn_Lata_Sethi_DAV_Public_School_1175_Activity-Dance_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Smt_Swarn_Lata_Sethi_DAV_Public_School_1175_Assembly_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Smt_Swarn_Lata_Sethi_DAV_Public_School_1175_Independence_Day_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Smt_Swarn_Lata_Sethi_DAV_Public_School_1175_Laboratory_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Smt_Swarn_Lata_Sethi_DAV_Public_School_1175_Students_6.jpg']","Mausam Vihar, Krishna Nagar, East Delhi, 110051",slsdavps@yahoo.com,http://slsdavps.com/,011-22531745,Smt. Swarn Lata Sethi DAV Public School
Private,CBSE,1980,Co-Education,0.59 Acre,Urban,"['Smart Classes', 'Wifi']",[],"['Library/Reading Room', 'Playground']",['CCTV'],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Music', 'Picnics and excursion']","['Indoor Sports', 'Outdoor Sports', 'Swimming Pool', 'Karate', 'Taekwondo']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2182/Shishu_Niketan_Public_Secondary_School_1830_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2182/Shishu_Niketan_Public_Secondary_School_1830_Lab_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2182/Shishu_Niketan_Public_Secondary_School_1830_students_1_3.jpg']","Shivaji Rd, Block B, North Ghonda, Shahdara, 110053",snpschoolghonda79@yahoo.com,https://shishuniketanpublicschool.com/,011-22854889,Shishu Niketan Public Secondary School
Private,CBSE,1968,Co-Education,1.02 Acres,Urban,"['Smart Classes', 'Wifi']",[],"['Library/Reading Room', 'Playground']",['CCTV'],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Outdoor Sports', 'Karate']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2186/St_Giri_Public_School_1383_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/St_Giri_Public_School_1383_Cultural_Performance_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/St_Giri_Public_School_1383_Classroom_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/St_Giri_Public_School_1383_Computer_Lab_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/St_Giri_Public_School_1383_Karate_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/St_Giri_Public_School_1383_March_Past_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/St_Giri_Public_School_1383_Science_Lab_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/St_Giri_Public_School_1383_Sports_Day_8.jpg', 'https://images.uniapply.com/uploads/college/image/500/2186/St_Giri_Public_School_1383_STudents_9.jpg']","Opposite H-Block (Between A & B Block), Sarita Vihar, South East Delhi, 110076",stgirimailbox@gmail.com,http://www.stgiripublicschool.edu.in/,"011-40526867,8447852413",St. Giri Public School
Private,CBSE,1999,Co-Education,1.4 Acres,Urban,"['Smart Classes', 'Wifi']",[],"['Auditorium/Media Room', 'Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",['CCTV'],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Music']","['Gym', 'Indoor Sports', 'Outdoor Sports', 'Karate']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms']",[],"['https://images.uniapply.com/uploads/college/image/500/2172/Amity_International_School_1189_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Amity_International_School_1189_BiologyLab1_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Amity_International_School_1189_Auditorium_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Amity_International_School_1189_Chemestry_Lab_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Amity_International_School_1189_Computer_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Amity_International_School_1189_Dance_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Amity_International_School_1189_Event_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Amity_International_School_1189_School_Activity_8.jpg']","Mayur Vihar Phase 1, East Delhi, 110091",principal@aismv.amity.edu,http://www.amity.edu/ais/mayurvihar,011-22717249,Amity International School
Private,NA,NA,Co-Education,NA,Urban,[],[],['Library/Reading Room'],[],['Medical Room'],"['Art and Craft', 'Dance', 'Drama']",[],[],[],[],[],"B54, Jagat Puri, Krishna Nagar, East Delhi, 110051",9868567087,,,Satyam Modern Public  School
Private,CBSE,1989,Co-Education,1.19 Acres,Urban,"['Smart Classes', 'Wifi']",[],"['Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",['CCTV'],"['Alumni Association', 'Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Music', 'Picnics and excursion']","['Indoor Sports', 'Outdoor Sports', 'Swimming Pool', 'Karate']","['Computer Lab', 'Science Lab']",['Washrooms'],"['Awardof best school using technology from ""The Times Today"" on Nov 10, 2017', 'Ayush Friendly School of the year Award on 28 March, 201']","['https://images.uniapply.com/uploads/college/image/500/2172/St_Andrews_Scots_School_1862_Building_1.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/St_Andrews_Scots_School_1862_Computer_Lab_2.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/St_Andrews_Scots_School_1862_Dance_3.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/St_Andrews_Scots_School_1862_Gardening_4.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/St_Andrews_Scots_School_1862_Karate_5.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/St_Andrews_Scots_School_1862_Library_6.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/St_Andrews_Scots_School_1862_Pool_7.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/St_Andrews_Scots_School_1862_Reception_8.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/St_Andrews_Scots_School_1862_Smart_Class_9.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/St_Andrews_Scots_School_1862_Sports_10.jpg']","G-26, Street Number 17, Jagat Puri, Krishna Nagar, East Delhi, 110051",info@standrewsscots.com,http://www.standrewsscots.com/,"011-22541077,011-22459499,011-22044334",St. Andrews Scots School
Private,CBSE,2006,Co-Education,1.6 Acres,Urban,"['Smart Classes', 'Wifi']",[],"['Cafeteria/Canteen', 'Library/Reading Room', 'Playground']",['CCTV'],"['Medical Room', 'Transportation']","['Art and Craft', 'Dance', 'Music']","['Indoor Sports', 'Outdoor Sports']","['Computer Lab', 'Science Lab']","['Ramps', 'Washrooms', 'Elevators']",[],"['https://images.uniapply.com/uploads/college/image/500/2172/Building_UA_210501_163320.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Activity_UA_210501_163253.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Celeberation_2_UA_210501_163339.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Celeberation_UA_210501_163351.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Ceremony_UA_210501_163401.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Classroom_UA_210501_163413.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Karrate_UA_210501_163438.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Rally_UA_210501_163451.jpg', 'https://images.uniapply.com/uploads/college/image/500/2172/Sports_UA_210501_163503.jpg']","Sahkarita Marg, Mayur Vihar Phase 1, East Delhi, 110091",contact@mothermarysschoolmayurvihar.com,http://www.mothermarysschoolmayurvihar.com,"011-22717660,011-22715538,011-22716837",Mother Mary’s School
Private,NA,NA,Co-Education,NA,Urban,[],[],['Library/Reading Room'],[],['Medical Room'],"['Art and Craft', 'Dance', 'Drama']",[],[],[],[],[],"Khajuri Khas, East Delhi, 110094",,,,J B Model Public School
